IISc_Bangalore,http://2016.igem.org/Team:IISc_Bangalore,IISc iGEM Team,743715803032236033,IISc_iGEM
IIT_Delhi,http://2016.igem.org/Team:IIT_Delhi,iGEM-IIT Delhi,182803505,iitdelhiigem
IIT_Kharagpur,http://2016.igem.org/Team:IIT_Kharagpur,iGEM IIT Kharagpur,3313425578,igem_iitkgp
Imperial_College,http://2016.igem.org/Team:Imperial_College,Imperial iGEM,180751869,imperialigem
IngenuityLab_Canada,http://2016.igem.org/Team:IngenuityLab_Canada,iGEM Canada,143929021,igemcanada
INSA-Lyon,http://2016.igem.org/Team:INSA-Lyon,Jamboree Lyon iGEM,1396396448,iGEM_Lyon
Ionis_Paris,http://2016.igem.org/Team:Ionis_Paris,iGEM IONIS,3063342260,iGEM_IONIS
Jilin_China,http://2016.igem.org/Team:Jilin_China,iGEM Jilin_China,743427862582046721,iGEM_JLU_China
KAIT_Japan,http://2016.igem.org/Team:KAIT_Japan,KAIT Japan 2016,303187757,KAIT_JAPAN
Kent,http://2016.igem.org/Team:Kent,Team Kent iGEM,1567887362,TeamKentiGEM
Kingsborough_NY,http://2016.igem.org/Team:Kingsborough_NY,NY Synthetic Biology,221983300,nysynbio
KoreaSonyeodul,http://2016.igem.org/Team:KoreaSonyeodul,iGEM KoreaSonyeodul,731318774092062720,KoreaSonyeoduls
Korea_U_Seoul,http://2016.igem.org/Team:Korea_U_Seoul,iGEM Korea_U_Seoul,167792902,iGEM_KU2012
Kyoto,http://2016.igem.org/Team:Kyoto,iGEM Kyoto,198400614,iGEMkyoto
LambertGA,http://2016.igem.org/Team:LambertGA,Lambert iGEM,2964872835,lamberths_iGEM
Leicester,http://2016.igem.org/Team:Leicester,iGEM Leicester,535539338,iGEMLeicester
Leiden,http://2016.igem.org/Team:Leiden,iGEM_Leiden,3493424422,iGEM_Leiden
Lethbridge,http://2016.igem.org/Team:Lethbridge,iGEM Lethbridge,176482253,LethbridgeiGEM
Lethbridge_HS,http://2016.igem.org/Team:Lethbridge_HS,Lethbridge HS iGEM,2284308702,LethHS_iGEM
Linkoping_Sweden,http://2016.igem.org/Team:Linkoping_Sweden,Liu iGEM,1502043930,LiuiGem
LMU-TUM_Munich,http://2016.igem.org/Team:LMU-TUM_Munich,iGEM LMU & TU Munich,309114623,iGEM_TUM
Manchester,http://2016.igem.org/Team:Manchester,iGEM Manchester 2016,4874979100,iGEMManchester
Marburg,http://2016.igem.org/Team:Marburg,iGEM Marburg 2016,3071982515,iGEM_Marburg
McMasterU,http://2016.igem.org/Team:McMasterU,McMaster iGEM,3150428005,iGEM_McMaster
METU_HS_Ankara,http://2016.igem.org/Team:METU_HS_Ankara,iGEM METU-Ankara,371749398,iGEMMETUAnkara
Minnesota,http://2016.igem.org/Team:Minnesota,Minnesota iGEM,631540716,igem_mn
Missouri_Rolla,http://2016.igem.org/Team:Missouri_Rolla,Missouri S&T iGEM,132305704,mstigem
MIT,http://2016.igem.org/Team:MIT,MIT iGEM,175511839,MIT_iGEM
MSU-Michigan,http://2016.igem.org/Team:MSU-Michigan,iGEM MSU,731901341916876801,iGEM_MSU
Nagahama,http://2016.igem.org/Team:Nagahama,iGEM Biwako Nagahama,1319222076,igemBiwako
Nanjing-China,http://2016.igem.org/Team:Nanjing-China,iGEM Nanjing-China,3283850502,nanjing__china
NAWI-Graz,http://2016.igem.org/Team:NAWI-Graz,iGEM Team Graz,728528684659953664,iGEMNAWiGraz
NCKU_Tainan,http://2016.igem.org/Team:NCKU_Tainan,igem-ncku-tainan,3591665114,IgemNcku
Newcastle,http://2016.igem.org/Team:Newcastle,Newcastle iGEM 2009,49332274,newcastleigem09
NKU_China,http://2016.igem.org/Team:NKU_China,iGEM NKU_China,4891250893,iGEMNKUChina
Northeastern,http://2016.igem.org/Team:Northeastern,Northeastern iGEM,3312203561,NEU_iGEM
Northwestern,http://2016.igem.org/Team:Northwestern,iGEM Northwestern,175174657,iGEM_NU
NRP-UEA-Norwich,http://2016.igem.org/Team:NRP-UEA-Norwich,BioWire,592998072,NRPiGEM
NTNU_Trondheim,http://2016.igem.org/Team:NTNU_Trondheim,NTNU iGEM,2279204259,NTNUigem
OLS_Canmore,http://2016.igem.org/Team:OLS_Canmore,Canmore iGEM,2439007652,OLeSsence_iGEM
Oxford,http://2016.igem.org/Team:Oxford,Oxford iGEM,2555402336,OxfordiGEM
Paris_Bettencourt,http://2016.igem.org/Team:Paris_Bettencourt,iGEMParisBettencourt,1283143453,iGEM_Paris
Paris_Saclay,http://2016.igem.org/Team:Paris_Saclay,iGEM Paris-Saclay,599912996,iGEMParisSaclay
Pasteur_Paris,http://2016.igem.org/Team:Pasteur_Paris,iGEM Pasteur,3040937609,iGEM_Pasteur
Peking,http://2016.igem.org/Team:Peking,Peking iGEM,3146101539,iGEM_Peking
Peshawar,http://2016.igem.org/Team:Peshawar,iGEM Peshawar,753674314935861249,iGEM_Peshawar
Pretoria_UP,http://2016.igem.org/Team:Pretoria_UP,iGEM Pretoria_UP,4074566619,iGEMPretoria_UP
Pumas_Mexico,http://2016.igem.org/Team:Pumas_Mexico,Genomics Mexico iGEM,353451299,GenoMX_iGEM
Purdue,http://2016.igem.org/Team:Purdue,Purdue iGEM,1448930929,PurdueBiomakers
Queens_Canada,http://2016.igem.org/Team:Queens_Canada,Queen's iGEM,148891173,iGEMQueens
Rice,http://2016.igem.org/Team:Rice,Rice University iGEM,735198767863894020,RiceU_iGEM
SDU-Denmark,http://2016.igem.org/Team:SDU-Denmark,iGEM SDU-Denmark,179023012,iGEM_SDU
Sheffield,http://2016.igem.org/Team:Sheffield,Sheffield iGEM,160659312,ShefiGEM
SJTU-BioX-Shanghai,http://2016.igem.org/Team:SJTU-BioX-Shanghai,SJTU iGEM,1950529494,igemsjtu
SJTU-Software,http://2016.igem.org/Team:SJTU-Software,SJTU-Software iGEM,746643926090657792,964816538Yan
Stanford-Brown,http://2016.igem.org/Team:Stanford-Brown,Brown-Stanford iGEM,312836916,Brown_iGEM
Stockholm,http://2016.igem.org/Team:Stockholm,iGEM Stockholm,3147597909,igemstockholm
SVCE_CHENNAI,http://2016.igem.org/Team:SVCE_CHENNAI,SVCE_Chennai iGEM,3318697842,Svce_Chennai
SYSU-CHINA,http://2016.igem.org/Team:SYSU-CHINA,iGEM SYSU-China,2378754067,iGEM_SYSU_China
TAS_Taipei,http://2016.igem.org/Team:TAS_Taipei,TAS iGEM,2590276669,iGEM_TAS
TEC-Costa_Rica,http://2016.igem.org/Team:TEC-Costa_Rica,iGEM: TEC-Costa Rica,715010928735944704,igemTEC_CR
Tec-Monterrey,http://2016.igem.org/Team:Tec-Monterrey,iGEM Tec-Monterrey,139554219,iGEMTecMty
TecCEM_HS,http://2016.igem.org/Team:TecCEM_HS,iGEM HS Slovenia,2903512677,hSiGEM
Technion_Israel,http://2016.igem.org/Team:Technion_Israel,iGEM Technion,476067522,iGEM_Technion
Tel-Hai,http://2016.igem.org/Team:Tel-Hai,iGEM Tel Hai 2016,731793175048769536,iGEMTelHai
Tianjin,http://2016.igem.org/Team:Tianjin,Tianjin_iGEM,3006705373,Tianjin_iGEM
TJUSLS_China,http://2016.igem.org/Team:TJUSLS_China,TJU_SLS.iGEM,3300498714,chum_jim
Toronto,http://2016.igem.org/Team:Toronto,iGEM Toronto,299854304,iGEM_Toronto
Toulouse_France,http://2016.igem.org/Team:Toulouse_France,iGEM Toulouse 2016,4849943729,iGEM_ToulouseFR
TrinityCollegeDublin,http://2016.igem.org/Team:TrinityCollegeDublin,Trinity iGEM,3306499551,TCDiGem
Tsinghua,http://2016.igem.org/Team:Tsinghua,Tsinghua iGEM,3805861939,iGEM_Tsinghua
Tuebingen,http://2016.igem.org/Team:Tuebingen,iGEM Tübingen,607366460,iGEMTuebingen
TU-Eindhoven,http://2016.igem.org/Team:TU-Eindhoven,iGEM TU Eindhoven,3004308256,Eindhoven_iGEM
TU_Darmstadt,http://2016.igem.org/Team:TU_Darmstadt,iGEM TUDarmstadt,3092510393,iGEM_Darmstadt
TU_Delft,http://2016.igem.org/Team:TU_Delft,iGEM TU Delft-Leiden,2559469909,iGEMTUDelftLeid
UCC_Ireland,http://2016.igem.org/Team:UCC_Ireland,UCC iGEM,3116111620,UCC_iGEM
UCL,http://2016.igem.org/Team:UCL,UCL iGEM 2016,178057569,UCLiGEM
UCLA,http://2016.igem.org/Team:UCLA,UCLA iGEM,1195703462,UCLAiGEM
UCLouvain,http://2016.igem.org/Team:UCLouvain,iGEM UCLouvain,731454151524265984,iGEM_UCLouvain
UCSC,http://2016.igem.org/Team:UCSC,UCSC iGEM Team,747478013160230918,UCSC_iGEM
UC_Davis,http://2016.igem.org/Team:UC_Davis,UC Davis iGEM team,327484395,UCDavisiGEM
UC_San_Diego,http://2016.igem.org/Team:UC_San_Diego,Diego Perez,1697063834,diego_igem
UFAM-UEA_Brazil,http://2016.igem.org/Team:UFAM-UEA_Brazil,UEA/JIC iGEM Team,316433288,UEAJIC_IGEM
UGA-Georgia,http://2016.igem.org/Team:UGA-Georgia,UGA-iGEM,2794599200,UGA_iGEM_Team
UGent_Belgium,http://2016.igem.org/Team:UGent_Belgium,iGEM UGent - BBEu PP,1179244368,iGEM_UGent
UI-Indonesia,http://2016.igem.org/Team:UI-Indonesia,iGEM UB_Indonesia,2463163225,iGEMUB
UiOslo_Norway,http://2016.igem.org/Team:UiOslo_Norway,UiOslo iGEM,2426834713,UiOslo_iGEM
UIUC_Illinois,http://2016.igem.org/Team:UIUC_Illinois,UIUC iGEM,1497148338,iGEM_UIUC
ULV-LC-CV,http://2016.igem.org/Team:ULV-LC-CV,Lc Rios,2955600078,IgemLc
UMaryland,http://2016.igem.org/Team:UMaryland,UMaryland iGEM,3092612555,UMDiGEM
UMass-Dartmouth,http://2016.igem.org/Team:UMass-Dartmouth,UMassD iGEM,3341920996,UMassD_iGEM
UNC-Chapel_Hill,http://2016.igem.org/Team:UNC-Chapel_Hill,Mary Hill,3120769283,igem_iduwazel
UNIK_Copenhagen,http://2016.igem.org/Team:UNIK_Copenhagen,iGEM Copenhagen,1585191313,iGEMCopenhagen
UNSW_Australia,http://2016.igem.org/Team:UNSW_Australia,UNSW iGEM,3265829990,UNSW_iGEM
UofC_Calgary,http://2016.igem.org/Team:UofC_Calgary,iGEM Calgary,74782939,iGEMCalgary
UPF-CRG_Barcelona,http://2016.igem.org/Team:UPF-CRG_Barcelona,UPF Barcelona iGEM,3869698403,igemBarcelona
UPO-Sevilla,http://2016.igem.org/Team:UPO-Sevilla,iGEM UPO Sevilla,2872307111,iGEM_UPO
Uppsala,http://2016.igem.org/Team:Uppsala,iGEM Uppsala,221462608,igemuppsala
UrbanTundra_Edmonton,http://2016.igem.org/Team:UrbanTundra_Edmonton,iGEM NAIT-Edmonton,3181009896,TeamNAIT2015
USTC,http://2016.igem.org/Team:USTC,USTC iGem,121138285,USTC_iGEM
USTC-Software,http://2016.igem.org/Team:USTC-Software,USTC iGEM,USTC iGem,1106614964,ustcyy
UT-Knoxville,http://2016.igem.org/Team:UT-Knoxville,UT iGEM Team,2330799055,UT_iGEM
UT-Tokyo,http://2016.igem.org/Team:UT-Tokyo,iGEM UT-Tokyo,140874673,UT_Tokyo
Valencia_UPV,http://2016.igem.org/Team:Valencia_UPV,Valencia UPV iGEM,2485686685,UPVigem
Vanderbilt,http://2016.igem.org/Team:Vanderbilt,Vanderbilt iGEM,3021069689,Vanderbilt_iGEM
Vanderbilt_Software,http://2016.igem.org/Team:Vanderbilt_Software,Vanderbilt iGEM,3021069689,Vanderbilt_iGEM
Vilnius-Lithuania,http://2016.igem.org/Team:Vilnius-Lithuania,Vilnius iGEM'16,3214592182,Vilnius_iGEM
Virginia,http://2016.igem.org/Team:Virginia,Virginia iGEM,562519521,iGEMVirginia
Wageningen_UR,http://2016.igem.org/Team:Wageningen_UR,iGEM Wageningen 2016,220431485,igemwageningen
Warwick,http://2016.igem.org/Team:Warwick,iGEM Warwick,2583617790,iGEMW
WashU_StLouis,http://2016.igem.org/Team:WashU_StLouis,WashU iGEM,594829868,WashUiGEM
Waterloo,http://2016.igem.org/Team:Waterloo,Waterloo iGEM,90745481,Waterloo_iGEM
Westminster_UoW,http://2016.igem.org/Team:Westminster_UoW,Westminster iGEM,1206930794,UoW_iGEM_2013
William_and_Mary,http://2016.igem.org/Team:William_and_Mary,William & Mary iGEM,3367872569,wmigem
WPI_Worcester,http://2016.igem.org/Team:WPI_Worcester,WPI iGEM,3306229984,WPI_iGEM
XJTLU-CHINA,http://2016.igem.org/Team:XJTLU-CHINA,XJTLU-IGEM,4198829293,XJTLU_IGEM
XMU-China,http://2016.igem.org/Team:XMU-China,iGEM_XMU China ,2478744798,iGEM_xmu
Yale,http://2016.igem.org/Team:Yale,Yale iGEM,2460585038,Yale_iGEM
ZJU-China,http://2016.igem.org/Team:ZJU-China,ZJU-China iGEM,1349445488,ZJU_iGEM2013
